Food Item, Dining Hall, Meal, Allergens, Dietary Restrictions, Date, Calories, Serving Size, Total Fat, Total Carbohydrates, Saturated Fat, Dietary Fiber , Trans Fat, Total Sugars, Cholesterol, Added Sugars, Sodium, Protein, Calcium, Iron, Vitamin D, Potassium
Pina Colada Muffin,Whitney,Breakfast,"Milk, Eggs, Wheat, Soybeans, Coconut, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/10/2023,341,1 EACH,16.4g,44.2g,3.5g,0.8g,0g,28.4g,55.8mg,23.2g,212.8mg,3.6g,28.5mg,0.5mg,0.3mcg,55.2mg
Sweet & Sour Tofu,Whitney,Lunch,Soybeans,"['Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2/10/2023,175,6 OZ,4.5g,23.8g,0.6g,0g,0g,19.2g,0mg,12.5g,213.3mg,9.1g,86.8mg,1.7mg,0mcg,226.8mg
Coconut Green Chili Chicken,Whitney,Lunch,Coconut,"['Gluten Friendly', 'Contains Nuts', 'Less Sodium']",2/10/2023,163,1 EACH,6.6g,1.5g,2.7g,0.1g,0g,1.3g,102.6mg,0.9g,123.3mg,21.8g,22.3mg,1.2mg,0mcg,28.3mg
Curry Potato Enchilada,Whitney,Lunch,"Milk, Wheat, Soybeans",['Vegetarian'],2/10/2023,395,1 EACH,10.3g,68g,2g,1.4g,0g,5.6g,0.8mg,2g,1238.5mg,9.2g,168.4mg,3.4mg,0mcg,277.5mg
Nacho Bar,Whitney,Lunch,,[],2/10/2023,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Pasta Primavera,Whitney,Lunch,"Milk, Wheat",['Vegetarian'],2/10/2023,450,6 OZ,28.4g,31.7g,21.6g,2.1g,0g,2.5g,107.6mg,0g,713.5mg,10.9g,1999.7mg,1.6mg,0mcg,176.5mg
Vegetarian Lentil Soup,Whitney,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,247,6 OZL,0.8g,41.4g,0.1g,17.2g,0g,3.8g,0mg,0.1g,453.7mg,15.3g,41.2mg,4.9mg,0mcg,198.2mg
"Corn, Edamame and Cumin Saute",Whitney,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,90,4 OZ,4.6g,8.3g,0.3g,2.1g,0g,3.3g,0mg,0g,65mg,4.2g,30mg,1.1mg,0mcg,309.8mg
Vegetable Samosas w/ Chutney,Whitney,Lunch,"Wheat, Gluten","['Less Sodium', 'Vegetarian', 'Vegan']",2/10/2023,297,2 EACH,16.6g,34.1g,0.6g,2g,0g,6g,0mg,5.7g,435.9mg,4g,1.2mg,1.5mg,0mcg,0mg
M & M Cookies,Whitney,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/10/2023,160,1 EACH,7g,24g,3.5g,1g,0g,15g,10mg,0g,140mg,2g,0mg,0.7mg,0mcg,35mg
Snickerdoodle Cookies,Whitney,Lunch,"Milk, Eggs, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/10/2023,171,1 EACH,7.2g,25.4g,4.1g,0.1g,0g,14.9g,15.4mg,1.6g,143.8mg,2.1g,4mg,0.8mg,0mcg,36.9mg
Cage Free Boiled Eggs,Whitney,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-15,150,2 EA,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
French Toast,Whitney,Breakfast,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-15,315,2 SLICES,9.9g,36.6g,2.9g,0g,0g,4.6g,263.4mg,2g,486mg,16.9g,180.3mg,3.6mg,2.6mcg,169.2mg
O'Brien Potatoes,Whitney,Breakfast,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-15,128,4 OZ,4g,21.1g,1.3g,0.2g,0g,0.6g,0.1mg,0g,167.6mg,1.4g,2.3mg,0mg,0mcg,18.6mg
Omelet Bar,Whitney,Breakfast,,[],2023-02-15,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Pork Sausage Links,Whitney,Breakfast,,['Gluten Friendly'],2023-02-15,202,2 EACH,19.2g,0g,7.1g,0g,0g,0g,35.3mg,0g,433.4mg,6g,26.2mg,0.4mg,mcg,mg
Scrambled Eggs,Whitney,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-15,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Scrambled Eggs with American Cheese,Whitney,Breakfast,"Milk, Eggs, Soybeans","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-15,167,3 OZ,11.5g,1.8g,5.1g,0g,0g,0.6g,284.1mg,0g,395.6mg,12.6g,120.6mg,1.8mg,1.7mcg,140.5mg
Vegan French Toast,Whitney,Breakfast,"Wheat, Soybeans","['Smart Check', 'Vegetarian', 'Vegan']",2023-02-15,309,2 EACH,8g,48.2g,0.2g,0.1g,0g,9g,0mg,7.2g,542.9mg,11.4g,184.4mg,2.8mg,1.5mcg,219.5mg
Blueberry Coffee Cake,Whitney,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-15,380,1/35 HFSHT,17.6g,48.6g,3g,1.2g,0g,25.7g,58mg,24g,256mg,4.6g,42.9mg,0.9mg,0.3mcg,76.2mg
BBQ Tempeh & Peppers,Whitney,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-15,147,4 OZ,2.3g,22.8g,0.5g,0.6g,0g,15.5g,0mg,0g,490.1mg,8.6g,44.1mg,1.1mg,0mcg,194.4mg
Grilled Mojito & Lime Chicken,Whitney,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-15,220,1 EACH,7g,0.2g,1.6g,0.1g,0g,0g,164.1mg,0g,289mg,34.4g,32.7mg,1.7mg,0mcg,4.7mg
Curry Bar,Whitney,Lunch,,[],2023-02-15,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,0.2mg,0g,0.1mg,0mg,0mcg,0mg
Pernil,Whitney,Lunch,,['Gluten Friendly'],2023-02-15,372,4 OZ,29.3g,0.5g,10.3g,0.1g,0g,0g,102.6mg,0g,1165.4mg,27.9g,3.6mg,1.6mg,0mcg,6.1mg
Minestrone Soup,Whitney,Lunch,"Wheat, Soybeans","['Vegetarian', 'Vegan']",2023-02-15,58,6 OZL,1.3g,9.4g,0.2g,1.1g,0g,2.9g,0mg,0.1g,659.3mg,1.7g,32.2mg,0.6mg,0mcg,85.1mg
Baked Plantains,Whitney,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-15,194,3 EACH,3.7g,38.8g,0.7g,1.5g,0g,32.8g,0mg,0g,0mg,0.7g,5.2mg,0.4mg,0mcg,552.1mg
Fresh Vegetable Saute,Whitney,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-15,66,3 OZ,4.9g,5.4g,0.7g,1.6g,0g,2.8g,0mg,0g,187.3mg,1.5g,24mg,0.5mg,0mcg,259.6mg
Yellow Rice w/ Pinto Beans,Whitney,Lunch,,"['Gluten Friendly', 'Vegetarian', 'Vegan']",2023-02-15,216,6 OZ,0g,46.9g,0g,1.4g,0g,0.8g,0mg,0g,524.9mg,6.1g,54mg,2.8mg,0mcg,230.8mg
Chocolate Streusel Brownies,Whitney,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-15,227,1/96 SHEET,10.1g,31.5g,2.9g,1.1g,0g,23.2g,18.5mg,18.5g,151.9mg,1.9g,13.9mg,1.9mg,0.1mcg,89.9mg
Ranger Cookies,Whitney,Lunch,"Wheat, Soybeans, Coconut, The UConn bakery uses coconut (a tree nut).","['Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-15,180,1 EACH,9g,24g,5g,0g,0g,10g,0mg,0g,125mg,2g,26mg,0.4mg,mcg,0mg
Tamarind Glazed Salmon,Whitney,Dinner,Fish,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-15,171,1 EACH,7g,2.8g,1g,0g,0g,2.8g,45.2mg,2.5g,76mg,22.1g,0.5mg,0mg,0mcg,0mg
General Tso's Chicken,Whitney,Dinner,"Eggs, Wheat, Soybeans, Gluten",[],2023-02-15,327,6 OZ,18g,24.6g,2.2g,2.1g,0g,10.7g,40mg,0g,857.1mg,18.4g,43mg,1.3mg,0mcg,364mg
Korean BBQ Tofu,Whitney,Dinner,"Soybeans, Sesame","['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-15,139,1 EACH,7.3g,5.3g,0.9g,0g,0g,1.5g,0mg,1.2g,146.8mg,11.5g,105.9mg,1.8mg,0mcg,163.4mg
Braised Baby Bok Choy,Whitney,Dinner,"Soybeans, Sesame","['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-15,18,3 OZ,0.1g,3.4g,0g,1.6g,0g,1.7g,0mg,0.1g,89.2mg,1.7g,119.9mg,0.9mg,0mcg,mg
Japchae,Whitney,Dinner,"Soybeans, Sesame","['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-15,238,4 OZ,5.9g,46.1g,0.8g,0.6g,0g,3.5g,0mg,0g,191.5mg,0.9g,12.9mg,0.3mg,0mcg,42.5mg
Sticky Rice,Whitney,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-15,185,4 OZ,0.3g,41g,0g,0g,0g,0g,0mg,0g,2.5mg,3.4g,6.6mg,0.4mg,0mcg,44.9mg
Lemon Delights,Whitney,Dinner,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-15,238,1 EACH,10.5g,34.6g,7g,0g,0g,22.2g,15.4mg,6.9g,161.2mg,2.1g,0mg,0.7mg,0mcg,35.9mg
Bacon,Whitney,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2/16/2023,23,1 EACH,1.8g,0g,0.8g,0g,0g,0g,5mg,0g,62.5mg,1.5g,0mg,0mg,mcg,mg
Buttermilk Pancakes,Whitney,Breakfast,"Milk, Eggs, Wheat","['Less Sodium', 'Vegetarian']",2/16/2023,512,2 EACH,24g,57.1g,2.5g,0g,0g,17.2g,114.6mg,14.2g,453.1mg,13.1g,300.6mg,3.6mg,0.7mcg,207.8mg
Cage Free Boiled Eggs,Whitney,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/16/2023,150,2 EA,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Mini Potato Pancakes,Whitney,Breakfast,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2/16/2023,216,4 OZ,13.7g,23.9g,1.3g,1.5g,0g,1.5g,0mg,0g,552.1mg,1.5g,0mg,0mg,mcg,358.1mg
Omelet Bar,Whitney,Breakfast,,[],2/16/2023,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Plant Based Pancakes,Whitney,Breakfast,"Wheat, Soybeans","['Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,453,2 EACH,18.1g,60g,1.1g,0g,0g,15.4g,0mg,14.2g,486.8mg,10.8g,289.4mg,3.4mg,1mcg,164.4mg
Scrambled Eggs,Whitney,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/16/2023,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Scrambled Eggs with American Cheese,Whitney,Breakfast,"Milk, Eggs, Soybeans","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/16/2023,167,3 OZ,11.5g,1.8g,5.1g,0g,0g,0.6g,284.1mg,0g,395.6mg,12.6g,120.6mg,1.8mg,1.7mcg,140.5mg
Peach Crunch Cake,Whitney,Breakfast,"Milk, Eggs, Wheat, Soybeans, Gluten, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/16/2023,473,1/35 HFSHT,27.6g,49.8g,6.7g,0.7g,0g,34.1g,53.3mg,26.9g,187mg,5.3g,70.8mg,0.5mg,0.2mcg,140.1mg
Cheese Tortellini w/ Red Pesto & Cannellini,Whitney,Lunch,"Milk, Eggs, Wheat","['Smart Check', 'Vegetarian']",2/16/2023,212,6 OZ,7g,30.3g,1.7g,1.3g,0g,3g,22mg,0g,503.6mg,6.7g,46.4mg,1.9mg,0mcg,102.5mg
Beef & Andouille Burgers with Asiago Cheese,Whitney,Lunch,Milk,['Gluten Friendly'],2/16/2023,316,1 EACH,23.9g,3.8g,10.9g,0.5g,0.9g,1.4g,77.4mg,0g,651.1mg,21.5g,77.8mg,2.5mg,0mcg,67.3mg
Buffalo Mac n' Chicken,Whitney,Lunch,"Milk, Wheat, Soybeans",[],2/16/2023,315,6 OZ,16.8g,21.2g,8.9g,0.6g,0g,4g,55.8mg,0g,589.2mg,19g,328.7mg,1.1mg,1.3mcg,62.6mg
NOT SO CRABBY Crab Cakes,Whitney,Lunch,"Wheat, Soybeans","['Vegetarian', 'Vegan']",2/16/2023,225,3 EACH,18.6g,12.5g,2.5g,2g,0g,2g,0mg,0g,833.5mg,2.5g,76.7mg,2.6mg,0mcg,111.3mg
Stir Fry Bar,Whitney,Lunch,,[],2/16/2023,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Potato & Leek Soup,Whitney,Lunch,"Milk, Wheat","['Less Sodium', 'Vegetarian']",2/16/2023,177,6 OZL,7g,22.5g,4.4g,0.2g,0g,5.2g,21.4mg,0g,496.9mg,4.8g,160.6mg,0.6mg,1.9mcg,53.5mg
BBQ Carrots,Whitney,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,35,3 OZ,0.3g,7.6g,0g,2.7g,0g,3.4g,0mg,0.4g,67.9mg,0.7g,27mg,0.3mg,0mcg,205.6mg
Garlic Shoestring Fries,Whitney,Lunch,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2/16/2023,228,4 OZ,17.2g,24.6g,1.8g,2g,0g,0g,0mg,0g,489.3mg,2g,0mg,0.4mg,0mcg,267mg
Death by Chocolate Pudding,Whitney,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/16/2023,317,1/35 PAN,12.9g,46.8g,7.6g,0.6g,0.1g,33.5g,12.7mg,11.5g,345.2mg,3.9g,85.7mg,1.5mg,1mcg,64.8mg
"Red ,White & Blue Cookies",Whitney,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/16/2023,160,1 EACH,7g,24g,3g,0g,0g,15g,10mg,0g,130mg,1g,8mg,1mg,mcg,35mg
Creole Tofu,Whitney,Dinner,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2/16/2023,127,1 EACH,6.5g,4.7g,0.7g,1.8g,0g,2.1g,0mg,0g,273.7mg,14.6g,95.9mg,1.7mg,0mcg,147.3mg
Beef Stroganoff,Whitney,Dinner,Milk,"['Gluten Friendly', 'Less Sodium']",2/16/2023,140,6 OZ,6.1g,5.6g,3g,0.1g,0g,1g,51.9mg,0g,230.9mg,15.2g,28.2mg,1.4mg,0.1mcg,313.1mg
Burger Bar,Whitney,Dinner,,[],2/16/2023,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
West Indian Braised Pork Chop,Whitney,Dinner,,['Gluten Friendly'],2/16/2023,241,1 EACH,9.7g,6.5g,3.1g,1.1g,0g,3.2g,80mg,0.5g,793.5mg,32.7g,66.4mg,1.7mg,0mcg,96.5mg
Buttered Egg Noodles,Whitney,Dinner,"Milk, Eggs, Wheat","['Less Sodium', 'Vegetarian']",2/16/2023,203,4 OZ,4g,34.6g,1.8g,1.7g,0g,1.7g,60.1mg,0g,36.7mg,6.9g,17.5mg,1.6mg,0mcg,1mg
Old Bay Roasted Sweet Potatoes,Whitney,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,60,3 OZL,1.1g,11.7g,0.2g,1.8g,0g,2.4g,0mg,0g,92mg,0.9g,17.5mg,0.4mg,0mcg,196.5mg
Sauteed Spinach With Garlic,Whitney,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/16/2023,39,4 OZ,1.1g,5.8g,0.1g,2.6g,0g,0.5g,0mg,0g,139.3mg,3.6g,121.5mg,3.2mg,0mcg,653.4mg
Cinnamon Roll Cheesecake,Whitney,Dinner,"Milk, Eggs, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/16/2023,246,1/20 CAKE,16.5g,23.7g,10.8g,0.1g,0g,20.2g,75mg,18.8g,141.5mg,3.8g,98.9mg,0.3mg,0.1mcg,12.1mg
Breakfast Potatoes,Whitney,Breakfast,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,126,4 OZ,3g,22.7g,1g,0.2g,0g,0g,0mg,0g,350.1mg,1.5g,2.2mg,0.1mg,0mcg,9.6mg
Cage Free Boiled Eggs,Whitney,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-17,150,2 EA,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
French Toast Stix,Whitney,Breakfast,"Wheat, Soybeans, Gluten",['Vegetarian'],2023-02-17,540,5 EACH,34.3g,54.7g,2.9g,1.3g,0g,12.7g,0mg,12.7g,572.3mg,6.4g,25.4mg,3.2mg,0mcg,63.6mg
Omelet Bar,Whitney,Breakfast,,[],2023-02-17,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Plant-Based Breakfast Sausage,Whitney,Breakfast,"Soybeans, Coconut","['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,90,1 EACH,6g,4g,2.5g,0g,0g,0g,0mg,0g,210mg,6g,49mg,1mg,0mcg,280mg
Sausage Patties,Whitney,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2023-02-17,253,2 EACH,24.3g,0g,9.1g,0g,0g,0g,40.5mg,0g,546.8mg,8.1g,0mg,0.4mg,mcg,mg
Scrambled Eggs,Whitney,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-17,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Scrambled Eggs with American Cheese,Whitney,Breakfast,"Milk, Eggs, Soybeans","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-17,167,3 OZ,11.5g,1.8g,5.1g,0g,0g,0.6g,284.1mg,0g,395.6mg,12.6g,120.6mg,1.8mg,1.7mcg,140.5mg
Vegan French Toast,Whitney,Breakfast,"Wheat, Soybeans","['Smart Check', 'Vegetarian', 'Vegan']",2023-02-17,309,2 EACH,8g,48.2g,0.2g,0.1g,0g,9g,0mg,7.2g,542.9mg,11.4g,184.4mg,2.8mg,1.5mcg,219.5mg
Assorted Donuts,Whitney,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).",[],2023-02-17,432,1 EACH,24.2g,49.4g,10.6g,0.1g,0g,18g,10mg,0g,488.9mg,6.6g,8.7mg,2.1mg,0mcg,mg
Red Lentil Penne & Veggies in Wine Sauce,Whitney,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-17,302,6 OZ,1.9g,54.2g,0.2g,4.7g,0g,3.3g,0mg,0g,365.1mg,17g,33.1mg,4mg,0.4mcg,641.1mg
Beer Batter Fish,Whitney,Lunch,"Milk, Fish, Wheat, Gluten",['Less Sodium'],2023-02-17,302,1 EACH,13.2g,23.3g,1.1g,0g,0g,2g,45mg,0g,431.8mg,21.3g,144.6mg,0.9mg,0mcg,73.4mg
Broccoli & Tofu with Garlic Sauce,Whitney,Lunch,"Soybeans, Gluten","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,129,6 OZ,8.1g,8.7g,0.7g,2.3g,0g,2.3g,0mg,0g,203.8mg,7g,83.2mg,1.6mg,0mcg,356.4mg
Louisiana Chicken Wrap,Whitney,Lunch,"Milk, Wheat, Soybeans",[],2023-02-17,414,1/2 EACH,16.8g,34.2g,7.1g,2.9g,0g,7.1g,72.9mg,0g,877.3mg,34.9g,296.5mg,2.4mg,0.2mcg,181.7mg
Omelet Bar,Whitney,Lunch,,[],2023-02-17,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Whitney Clam Chowder,Whitney,Lunch,"Milk, Wheat",[],2023-02-17,253,6 OZ,13.8g,17.4g,8.9g,0.1g,0g,2.5g,65.5mg,0g,774.7mg,9.7g,812.4mg,1.4mg,0mcg,57mg
Carrot and Snow Pea Stir Fry,Whitney,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,47,3 OZ,1.3g,6.9g,0.1g,2.3g,0g,4.1g,0mg,0g,112mg,2.1g,31.5mg,1.3mg,0mcg,227.7mg
Southern Style Fries,Whitney,Lunch,"Soybeans, Gluten",['Vegetarian'],2023-02-17,206,4 OZ,14.7g,20g,0.8g,1g,0g,1g,0mg,0g,410.2mg,1g,10mg,0.3mg,0mcg,250.1mg
Oatmeal Raisin Cookies,Whitney,Lunch,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,140,1 EACH,4.5g,22g,1.5g,0g,0g,13g,0mg,8g,85mg,2g,9mg,0.7mg,0mcg,82mg
Raspberry Coconut Magic Bars,Whitney,Lunch,"Milk, Wheat, Soybeans, Coconut","['Less Sodium', 'Vegetarian']",2023-02-17,271,1/35 HFPAN,9g,44.8g,7.1g,1.5g,0g,34.7g,5.8mg,14.8g,128.7mg,2.7g,61.3mg,0.4mg,0mcg,88.6mg
Cheese Pizza,Whitney,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Smart Check', 'Vegetarian', 'A vegetarian or vegan entree offfered at lunch or dinner that does not contain onions or garlic.']",2023-02-17,256,1/32 SHEET,8.9g,32.2g,3.8g,2g,0g,2.9g,15.2mg,0.7g,447.9mg,10.8g,160.2mg,2.2mg,0mcg,39.8mg
Chickpea Rotini With Cajun Cream Sauce,Whitney,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-17,269,6 OZ,14.8g,20.2g,7.3g,4.7g,0g,8.4g,46.3mg,0g,341.8mg,9.6g,1663.3mg,3mg,0mcg,83.3mg
