Food Item, Dining Hall, Meal, Allergens, Dietary Restrictions, Date, Calories, Serving Size, Total Fat, Total Carbohydrates, Saturated Fat, Dietary Fiber , Trans Fat, Total Sugars, Cholesterol, Added Sugars, Sodium, Protein, Calcium, Iron, Vitamin D, Potassium
Honey-Chipotle Crispy Chicken Bites,Whitney,Dinner,"Eggs, Wheat, Gluten",[],2023-02-17,498,6 OZ,25.3g,48.3g,2.6g,2.6g,0g,12.8g,48.3mg,12.8g,1433.1mg,21.8g,0.9mg,1.8mg,0mcg,10mg
Pepperoni Pizza,Whitney,Dinner,"Milk, Wheat, The UConn bakery uses coconut (a tree nut).",[],2023-02-17,273,1/32 SHEET,10.5g,32.2g,4.4g,2g,0g,2.9g,18.9mg,0.7g,510.4mg,11.5g,162.7mg,2.3mg,0mcg,39.8mg
Curly Fries,Whitney,Dinner,"Wheat, Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-17,246,4 OZ,19.2g,20g,1.8g,0g,0g,0g,0mg,0g,360.2mg,2g,0mg,0.4mg,mcg,240.1mg
Just Garlic and Green Beans,Whitney,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-17,52,3 OZ,2.5g,7.2g,0.4g,2.8g,0g,3.1g,0mg,0g,84.4mg,1.7g,40.3mg,0.6mg,0mcg,130.7mg
Meaty Penne,Whitney,Dinner,"Milk, Wheat",[],2023-02-17,326,6 OZ,19.2g,19.5g,8.8g,1.7g,0.9g,7.1g,53.9mg,0g,662.7mg,17.7g,279mg,2mg,0mcg,0mg
Assorted Cupcakes,Whitney,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-17,298,1 EA,13.7g,40.7g,7.2g,0.6g,0.1g,26.8g,10.3mg,11.9g,322mg,2.3g,17.1mg,1.3mg,0mcg,64.4mg
Buttermilk Pancakes,Whitney,Breakfast,"Milk, Eggs, Wheat","['Less Sodium', 'Vegetarian']",2023-02-20,512,2 EACH,24g,57.1g,2.5g,0g,0g,17.2g,114.6mg,14.2g,453.1mg,13.1g,300.6mg,3.6mg,0.7mcg,207.8mg
Cage Free Boiled Eggs,Whitney,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-20,150,2 EA,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Country Style Hash Browns,Whitney,Breakfast,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,154,4 OZ,5.6g,23.4g,0.4g,3g,0g,0g,0mg,0g,213.9mg,1.5g,0.9mg,0.5mg,0mcg,351.7mg
Omelet Bar,Whitney,Breakfast,,[],2023-02-20,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Plant Based Pancakes,Whitney,Breakfast,"Wheat, Soybeans","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,453,2 EACH,18.1g,60g,1.1g,0g,0g,15.4g,0mg,14.2g,486.8mg,10.8g,289.4mg,3.4mg,1mcg,164.4mg
Scrambled Eggs,Whitney,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-20,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Scrambled Eggs with American Cheese,Whitney,Breakfast,"Milk, Eggs, Soybeans","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-20,167,3 OZ,11.5g,1.8g,5.1g,0g,0g,0.6g,284.1mg,0g,395.6mg,12.6g,120.6mg,1.8mg,1.7mcg,140.5mg
Turkey Sausage Links,Whitney,Breakfast,,"['Gluten Friendly', 'Less Sodium']",2023-02-20,153,2 EACH,12g,0g,3.8g,0g,0g,0g,65.7mg,0g,470.7mg,10.9g,0mg,0.8mg,0mcg,mg
Lemon Blueberry Bread,Whitney,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).",[],2023-02-20,265,1/16 loaf,10.2g,40.7g,4.4g,1.2g,0g,22.9g,39.9mg,1.7g,215.4mg,3g,17.5mg,1.2mg,0mcg,50.6mg
Bread Boule Bar,Whitney,Lunch,,[],2023-02-20,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Chicken Jambalaya,Whitney,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium']",2023-02-20,130,4 OZ,6.7g,9.2g,2g,0.5g,0g,2.5g,26.7mg,0g,413.5mg,6.5g,23.6mg,0.7mg,0mcg,64.9mg
Grilled Meatloaf Melt,Whitney,Lunch,"Milk, Eggs, Fish, Wheat, Soybeans",[],2023-02-20,402,1 HALF,24.4g,28.8g,13.4g,0.2g,0.4g,6.6g,87.9mg,1g,974.2mg,17.2g,171.1mg,2.3mg,0.2mcg,111.2mg
Spinach Pastitsio,Whitney,Lunch,"Milk, Eggs, Wheat",['Vegetarian'],2023-02-20,413,1/30 PAN,21.4g,34.1g,13.1g,1.6g,0g,5.6g,109.3mg,0g,599.7mg,18.5g,310.7mg,2.4mg,2.2mcg,27.3mg
Italian Wedding Soup,Whitney,Lunch,"Milk, Eggs, Wheat, Soybeans",['Less Sodium'],2023-02-20,116,6 OZL,5.8g,9.1g,1.8g,1.2g,0g,1.4g,12.4mg,0g,332mg,6.1g,76.2mg,1.1mg,0mcg,107.3mg
Buffalo Cauliflower,Whitney,Lunch,Soybeans,"['Gluten Friendly', 'Vegetarian', 'Vegan']",2023-02-20,84,5 OZ,3.7g,11.3g,0.6g,4.6g,0g,4.3g,0mg,0g,520.1mg,4.3g,50.7mg,1mg,0mcg,676.9mg
Fried Tater Tots,Whitney,Lunch,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2023-02-20,303,4 OZ,20.9g,26.3g,2.2g,2.8g,0g,0g,0mg,0g,497.9mg,2.8g,0mg,0.5mg,0mcg,318.1mg
Sauteed Vegetable Medley,Whitney,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,62,3 OZ,4.6g,5g,0.7g,1.4g,0g,2.7g,0mg,0g,189.9mg,1.5g,23.9mg,0.5mg,0mcg,261.3mg
S'mores Cookies,Whitney,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).",[],2023-02-20,190,1 EACH,9g,25g,4.5g,0g,0g,13g,10mg,13g,200.2mg,1g,10.1mg,1.3mg,0mcg,30mg
Sugar Cookies,Whitney,Lunch,"Milk, Eggs, Wheat, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-20,329,2 EACH,14.4g,47.2g,8.2g,0g,0g,26.7g,30.8mg,0g,287.6mg,4.1g,0mg,1.5mg,mcg,71.9mg
Chicken Tikka Masala,Whitney,Dinner,Milk,"['Gluten Friendly', 'Less Sodium']",2023-02-20,191,4 OZ,11.5g,4.5g,7.2g,0.3g,0g,2.8g,96.3mg,0.9g,245.9mg,14.5g,538.3mg,1mg,0mcg,159.3mg
Grilled Swordfish with Citrus Butter,Whitney,Dinner,"Milk, Fish, Soybeans","['Gluten Friendly', 'Less Sodium']",2023-02-20,237,4 OZ,15.2g,1g,4.9g,0.1g,0g,0.2g,87.2mg,0g,310.1mg,22.6g,19.2mg,0.7mg,23.8mcg,484mg
Pumpkin Spice Sweet Potato Curry,Whitney,Dinner,Coconut,"['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,121,4 OZL,5.5g,16.5g,2g,2.1g,0g,4.7g,0mg,0g,314.7mg,2.4g,37mg,1.1mg,0mcg,369.9mg
Basmati Rice,Whitney,Dinner,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,178,4 OZ,2.6g,34.9g,0.8g,0g,0g,0g,0mg,0g,23.8mg,2.9g,2.1mg,0mg,0mcg,0mg
Naan Bread,Whitney,Dinner,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2023-02-20,102,1 PIECE,4.3g,12.7g,0.6g,0.1g,0g,0.5g,2.5mg,0.5g,215.6mg,2.2g,27.9mg,0.6mg,0mcg,38.7mg
Peas,Whitney,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,69,3 OZ,0g,11.8g,0g,3.9g,0g,0g,0mg,0g,0mg,4.9g,13.7mg,1mg,0mcg,132.3mg
Vegetable Samosas w/ Chutney,Whitney,Dinner,"Wheat, Gluten","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,297,2 EACH,16.6g,34.1g,0.6g,2g,0g,6g,0mg,5.7g,435.9mg,4g,1.2mg,1.5mg,0mcg,0mg
Cherry Pie,Whitney,Dinner,"Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-20,388,1/8 PIE,17.5g,55g,7.5g,2.5g,0g,18.8g,0mg,0g,400mg,3.8g,0mg,1.8mg,0mcg,mg
Cage Free Boiled Eggs,Whitney,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/22/2023,150,2 EA,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
French Toast,Whitney,Breakfast,"Milk, Eggs, Wheat, Soybeans","['Less Sodium', 'Vegetarian']",2/22/2023,315,2 SLICES,9.9g,36.6g,2.9g,0g,0g,4.6g,263.4mg,2g,486mg,16.9g,180.3mg,3.6mg,2.6mcg,169.2mg
Mini Potato Pancakes,Whitney,Breakfast,"Soybeans, Gluten","['Vegetarian', 'Vegan']",2/22/2023,216,4 OZ,13.7g,23.9g,1.3g,1.5g,0g,1.5g,0mg,0g,552.1mg,1.5g,0mg,0mg,mcg,358.1mg
Pork Sausage Links,Whitney,Breakfast,,['Gluten Friendly'],2/22/2023,202,2 EACH,19.2g,0g,7.1g,0g,0g,0g,35.3mg,0g,433.4mg,6g,26.2mg,0.4mg,mcg,mg
Rustic French Toast Bar,Whitney,Breakfast,,[],2/22/2023,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Scrambled Eggs,Whitney,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/22/2023,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Scrambled Eggs with American Cheese,Whitney,Breakfast,"Milk, Eggs, Soybeans","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/22/2023,167,3 OZ,11.5g,1.8g,5.1g,0g,0g,0.6g,284.1mg,0g,395.6mg,12.6g,120.6mg,1.8mg,1.7mcg,140.5mg
Vegan French Toast,Whitney,Breakfast,"Wheat, Soybeans","['Smart Check', 'Vegetarian', 'Vegan']",2/22/2023,309,2 EACH,8g,48.2g,0.2g,0.1g,0g,9g,0mg,7.2g,542.9mg,11.4g,184.4mg,2.8mg,1.5mcg,219.5mg
Strawberry Banana Muffin,Whitney,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/22/2023,333,1 EACH,15.4g,42.8g,1.6g,0.4g,0g,26.4g,59.4mg,25.2g,214.2mg,3.8g,29.7mg,0.5mg,0.3mcg,50.3mg
Curry Tofu,Whitney,Lunch,"Soybeans, Coconut","['Gluten Friendly', 'Contains Nuts', 'Vegetarian', 'Vegan']",2/22/2023,122,1 EACH,6.1g,4.2g,1.1g,0.3g,0g,0.8g,0mg,0g,52.5mg,11.4g,107.9mg,2.3mg,0mcg,183.8mg
English Pub Fish,Whitney,Lunch,"Fish, Wheat, Soybeans, Gluten",['Less Sodium'],2/22/2023,238,1 EACH,16.3g,12.2g,1.9g,0g,0g,0g,26.2mg,0g,358.1mg,11.4g,0mg,0.9mg,0.8mcg,209.6mg
Omelet Bar,Whitney,Lunch,,[],2/22/2023,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Pacific Grove Artichoke & Turkey Panini,Whitney,Lunch,"Milk, Wheat, Soybeans",[],2/22/2023,313,1/2 EACH,18.1g,19.5g,4.2g,1.1g,0g,1.2g,38.8mg,0g,990.1mg,14.8g,116mg,1.9mg,0mcg,8.4mg
Sausage & Lentil Soup,Whitney,Lunch,,['Gluten Friendly'],2/22/2023,254,6 OZL,3.4g,37g,1g,15g,1g,4.5g,12.8mg,0.2g,544.4mg,16.5g,48.2mg,4.4mg,0mcg,252.4mg
Asian Sauteed Spinach w/ Red Pepper,Whitney,Lunch,Sesame,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/22/2023,38,4 OZ,1.3g,5.4g,0.2g,2.8g,0g,1.2g,0mg,0g,205.6mg,3.2g,105.6mg,2.9mg,0mcg,613mg
Caribbean Sweet Potato Fries,Whitney,Lunch,"Soybeans, Gluten","['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/22/2023,339,4 OZ,23.5g,32g,2.4g,1.4g,0g,1.5g,0mg,1.5g,350.5mg,1.3g,4.1mg,0.6mg,0mcg,330.4mg
Coconut Risotto,Whitney,Lunch,Coconut,"['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2/22/2023,220,4 OZ,11.3g,25.7g,5.3g,0.9g,0g,1.5g,0mg,0g,357.5mg,2.8g,19.1mg,0.6mg,0mcg,110.7mg
Hoisin Noodles,Whitney,Lunch,"Wheat, Soybeans, Sesame","['Vegetarian', 'Vegan']",2/22/2023,403,6 OZ,9.7g,62.1g,0.8g,1.9g,0g,8.7g,0mg,0.2g,707.8mg,15.8g,60.5mg,2.7mg,0mcg,266mg
Raspberry Oat Bar,Whitney,Lunch,"Milk, Eggs, Wheat, Soybeans, Gluten, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/22/2023,316,1/35 HFPAN,12.4g,48.4g,7.2g,0.5g,0g,25.6g,22.6mg,13.1g,238mg,3.1g,21.3mg,1.1mg,0mcg,76.4mg
Red Velvet Cookie,Whitney,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/22/2023,190,1 EACH,9g,26g,4.5g,1g,0g,16g,15mg,0g,95mg,2g,20mg,1.4mg,mcg,mg
Mideastern Lentil Burgers,Whitney,Dinner,"Milk, Eggs, Wheat","['Less Sodium', 'Smart Check', 'Vegetarian']",2/22/2023,254,1 EACH,4.7g,35.7g,0.8g,15.5g,0g,2.5g,22.1mg,0.1g,329.7mg,14.9g,55.8mg,4.2mg,0.4mcg,76.5mg
Grilled Pork Chops,Whitney,Dinner,,"['Gluten Friendly', 'Less Sodium']",2/22/2023,251,1 EA,16.4g,0g,4g,0g,0g,0g,76.2mg,0g,123.9mg,23.4g,0mg,1.1mg,0mcg,0mg
Scrod w/ Roasted Tomato & Fennel,Whitney,Dinner,Fish,"['Gluten Friendly', 'Less Sodium']",2/22/2023,173,1 EACH,8g,6.1g,0.8g,1.8g,0g,3g,45mg,0g,245.3mg,19.4g,39.5mg,0.8mg,0mcg,284.3mg
Chipotle Cheddar Mashed Potatoes,Whitney,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2/22/2023,210,4 OZ,13.5g,11.8g,8.6g,1.3g,0g,0.4g,40.8mg,0g,307.1mg,7.8g,184mg,0.6mg,0.2mcg,350.7mg
Cranberry Apricot Chutney,Whitney,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/22/2023,50,1 OZ,0.1g,13.1g,0g,0.2g,0g,11.5g,0mg,3.9g,33mg,0.4g,7.9mg,0.3mg,0mcg,113.8mg
Roasted Brussel Sprouts With Balsamic,Whitney,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2/22/2023,97,4 OZ,5.3g,11g,0.8g,4.1g,0g,3.7g,0mg,0g,72.3mg,3.6g,45.6mg,1.5mg,0mcg,419.9mg
Peach & RaspberryTrifle,Whitney,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2/22/2023,272,1/35 HFPAN,11.3g,41.5g,6.7g,0g,0g,27.3g,0mg,23.7g,244.5mg,1.6g,18.4mg,0.7mg,0mcg,75.2mg
Buttermilk Pancakes,Whitney,Breakfast,"Milk, Eggs, Wheat","['Less Sodium', 'Vegetarian']",2023-02-23,512,2 EACH,24g,57.1g,2.5g,0g,0g,17.2g,114.6mg,14.2g,453.1mg,13.1g,300.6mg,3.6mg,0.7mcg,207.8mg
Cage Free Boiled Eggs,Whitney,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-23,150,2 EA,10g,2g,3g,0g,0g,0g,430mg,0g,140mg,12g,40mg,1.4mg,0mcg,mg
Corned Beef Hash,Whitney,Breakfast,,['Gluten Friendly'],2023-02-23,185,3 OZ,11.7g,11.7g,4.9g,0g,0g,1.5g,33.9mg,0.8g,587.5mg,7.9g,36.5mg,1mg,0mcg,173.6mg
Fried Hash Brown Patties,Whitney,Breakfast,"Soybeans, Gluten","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-23,178,1 EACH,12.6g,15g,0.9g,2g,0g,0g,0mg,0g,240mg,1g,0mg,0mg,0mcg,150mg
Omelet Bar,Whitney,Breakfast,,[],2023-02-23,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Plant Based Pancakes,Whitney,Breakfast,"Wheat, Soybeans","['Less Sodium', 'Vegetarian', 'Vegan']",2023-02-23,453,2 EACH,18.1g,60g,1.1g,0g,0g,15.4g,0mg,14.2g,486.8mg,10.8g,289.4mg,3.4mg,1mcg,164.4mg
Scrambled Eggs,Whitney,Breakfast,Eggs,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-23,132,3 OZ,8.5g,0g,2.8g,0g,0g,0g,320mg,0g,122.4mg,11.3g,48.9mg,2mg,1.9mcg,122.4mg
Scrambled Eggs with American Cheese,Whitney,Breakfast,"Milk, Eggs, Soybeans","['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-23,167,3 OZ,11.5g,1.8g,5.1g,0g,0g,0.6g,284.1mg,0g,395.6mg,12.6g,120.6mg,1.8mg,1.7mcg,140.5mg
Cranberry Orange Bread,Whitney,Breakfast,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-23,260,1/16 LOAF,10g,40.1g,4.5g,0.8g,0g,23.5g,44.9mg,0g,210.6mg,3g,16.1mg,1.1mg,0mcg,50.1mg
Margarita Burger,Whitney,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Smart Check', 'Vegetarian', 'Vegan']",2023-02-23,202,1 EACH,5.8g,32.3g,1g,1.2g,0g,3g,0mg,0g,318.6mg,6g,55.5mg,4.1mg,0.5mcg,442.2mg
Island Jerk Chicken,Whitney,Lunch,Soybeans,"['Gluten Friendly', 'Less Sodium', 'Smart Check']",2023-02-23,240,1 EACH,7.9g,3.3g,1.7g,0.8g,0g,1.4g,164.1mg,0.4g,375mg,35.1g,49.3mg,2.1mg,0mcg,66.4mg
Sweet & Sour Shrimp,Whitney,Lunch,"Crustacean Shellfish, Wheat, Soybeans, Gluten",['Less Sodium'],2023-02-23,339,6 OZ,11.1g,48.8g,0.7g,0.1g,0g,17.9g,69mg,8.5g,490.7mg,11.1g,38.2mg,1mg,0mcg,182.1mg
Bacon Corn Chowder,Whitney,Lunch,Milk,"['Gluten Friendly', 'Less Sodium']",2023-02-23,105,6 OZL,1.2g,19.6g,0.7g,0.1g,0g,6.4g,4.4mg,2.9g,299.3mg,2.8g,67mg,0mg,0.8mcg,51.4mg
Baked Plantains,Whitney,Lunch,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-23,194,3 EACH,3.7g,38.8g,0.7g,1.5g,0g,32.8g,0mg,0g,0mg,0.7g,5.2mg,0.4mg,0mcg,552.1mg
Coconut Rice,Whitney,Lunch,Coconut,"['Gluten Friendly', 'Contains Nuts', 'Less Sodium', 'Vegetarian', 'Vegan']",2023-02-23,186,4 OZ,7.1g,27.3g,6.5g,0.6g,0g,3.8g,0mg,0g,66.4mg,3g,22.8mg,1.4mg,0mcg,104mg
Corn With Lime Butter,Whitney,Lunch,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-23,75,3 OZ,0.8g,15.6g,0.5g,0.2g,0g,1.3g,2mg,0g,29.6mg,1g,0.9mg,0mg,0mcg,22.8mg
Gyro Bar,Whitney,Lunch,,[],2023-02-23,0,1 EACH,0g,0g,0g,0g,0g,0g,0mg,0g,1.1mg,0g,0.9mg,0mg,0mcg,0mg
Cherry Crisp,Whitney,Lunch,"Wheat, Soybeans, Gluten, The UConn bakery uses coconut (a tree nut).","['Vegetarian', 'Vegan']",2023-02-23,277,"1/35 2""PAN",6.1g,52.8g,1.8g,1.2g,0g,33.9g,0mg,12.6g,147.1mg,2.5g,9.8mg,0.8mg,0mcg,55.5mg
Chocolate Chip Cookie,Whitney,Lunch,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-23,170,1 EACH,8g,23g,4g,1g,0g,15g,10mg,0g,130mg,2g,0mg,2mg,mcg,70mg
Fried Chicken,Whitney,Dinner,"Milk, Eggs, Wheat, Gluten",['Less Sodium'],2023-02-23,501,1 PORT,43.9g,6.6g,8g,0.2g,0g,0.1g,77.3mg,0g,124.8mg,21.3g,13.6mg,1.1mg,0.1mcg,28.1mg
Low Country Shrimp & Grits,Whitney,Dinner,"Milk, Fish, Crustacean Shellfish",['Gluten Friendly'],2023-02-23,216,6 OZ,13.2g,10.4g,8.7g,0.4g,0g,1.2g,93.9mg,0.1g,547.4mg,11g,359.2mg,0.7mg,0mcg,123.8mg
Mac & Cheese Bar,Whitney,Dinner,,[],2023-02-23,0,1 BAR,0g,0g,0g,0g,0g,0g,0mg,0g,36.3mg,0g,27.2mg,0mg,0mcg,0mg
Sesame Tofu Steak,Whitney,Dinner,"Soybeans, Gluten, Sesame","['Vegetarian', 'Vegan']",2023-02-23,282,1 EACH,17.9g,16.9g,1.7g,0.1g,0g,1.3g,0mg,0.7g,622mg,12.5g,107.5mg,2.3mg,0mcg,167.7mg
Cornbread,Whitney,Dinner,"Milk, Eggs, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).","['Less Sodium', 'Vegetarian']",2023-02-23,186,1/35 HFSHT,7.3g,25.9g,0.7g,0g,0g,10.5g,23.6mg,9.7g,266.4mg,3.7g,82mg,1.1mg,0.1mcg,51.9mg
Mashed Potatoes,Whitney,Dinner,Milk,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-23,142,4 OZ,7.8g,15.1g,4.9g,1.7g,0g,0.5g,21.1mg,0g,147.4mg,2.6g,25.2mg,0.8mg,0.2mcg,459.8mg
Sauteed Sweet and Sour Kale,Whitney,Dinner,,"['Gluten Friendly', 'Less Sodium', 'Vegetarian']",2023-02-23,59,3 OZ,1.5g,10.4g,0.2g,2.9g,0g,4.8g,0mg,2.7g,117.9mg,3.4g,116.3mg,1.1mg,0mcg,388.4mg
Chicken Gravy,Whitney,Dinner,"Wheat, Soybeans",['Less Sodium'],2023-02-23,56,2 OZL,3.7g,4.2g,1.2g,0g,0g,0.4g,0mg,0g,228.4mg,0.6g,2.8mg,0.2mg,0mcg,7.4mg
Chocolate mousse pie,Whitney,Dinner,"Milk, Wheat, Soybeans, The UConn bakery uses coconut (a tree nut).",[],2023-02-23,525,1/8 PIE,19.4g,83.6g,17.1g,0g,0g,66.4g,5mg,32.4g,441.6mg,3.2g,98.3mg,1mg,1.3mcg,51.2mg
